label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.16831281781196594,0.7340237498283386,-1.0121491555992179e-07,0.2447737753391266,0.7745987176895142,-0.016894889995455742,0.3258276581764221,0.7592647671699524,-0.025710249319672585,0.37951236963272095,0.7445777654647827,-0.034849971532821655,0.4234619438648224,0.7411249279975891,-0.042944636195898056,0.33538389205932617,0.6489278078079224,-0.036335356533527374,0.38051655888557434,0.569475531578064,-0.06142803281545639,0.40633195638656616,0.528718888759613,-0.07700294256210327,0.4324214458465576,0.4872550964355469,-0.0901605412364006,0.2996516823768616,0.6156314015388489,-0.044732529670000076,0.31738045811653137,0.61965411901474,-0.07645668834447861,0.28758174180984497,0.6826751828193665,-0.08371992409229279,0.2730996310710907,0.7121117115020752,-0.08767194300889969,0.25545287132263184,0.5979104042053223,-0.05476739630103111,0.26502007246017456,0.6163081526756287,-0.08658462017774582,0.24284008145332336,0.6705007553100586,-0.07938405126333237,0.23692387342453003,0.6869893074035645,-0.07192171365022659,0.21067187190055847,0.5917539000511169,-0.06671889871358871,0.2139013409614563,0.5932851433753967,-0.08882177621126175,0.20942175388336182,0.6336265206336975,-0.08404793590307236,0.21044662594795227,0.6467089056968689,-0.0792483240365982
A,0.1761217564344406,0.7386637926101685,-1.6112673506540887e-07,0.2515642046928406,0.7755119800567627,-0.013538790866732597,0.33184486627578735,0.7629709839820862,-0.021121796220541,0.3825162351131439,0.7516358494758606,-0.029648432508111,0.42537325620651245,0.7487815022468567,-0.03705797344446182,0.34173792600631714,0.6448379158973694,-0.031528275460004807,0.3903118669986725,0.5802778601646423,-0.05516224354505539,0.4162645936012268,0.5423315763473511,-0.07066822797060013,0.44129678606987,0.5021198987960815,-0.08350536972284317,0.31073853373527527,0.6109906435012817,-0.04089827835559845,0.3282495439052582,0.6373540163040161,-0.06723520904779434,0.29533326625823975,0.6893692016601562,-0.07274113595485687,0.28128963708877563,0.7028471827507019,-0.07685039937496185,0.2693064212799072,0.5929371118545532,-0.051966797560453415,0.28455260396003723,0.6309525966644287,-0.08137495070695877,0.2565523684024811,0.6770464777946472,-0.07337222993373871,0.24905601143836975,0.6803444027900696,-0.06620525568723679,0.2249462902545929,0.585000216960907,-0.06462105363607407,0.24030128121376038,0.6001294851303101,-0.08500057458877563,0.23184871673583984,0.640541136264801,-0.07761143147945404,0.22770196199417114,0.6484548449516296,-0.07125423848628998
A,0.1743064820766449,0.7432628870010376,-1.8449608774062654e-07,0.2528367340564728,0.7833490967750549,-0.012022522278130054,0.3336756229400635,0.7688238620758057,-0.020553207024931908,0.38485944271087646,0.7564857602119446,-0.0308435820043087,0.42643222212791443,0.7529898881912231,-0.039714403450489044,0.34472671151161194,0.6475461721420288,-0.029868321493268013,0.39477795362472534,0.5836689472198486,-0.05433018133044243,0.4185153841972351,0.5453057885169983,-0.07085291296243668,0.4413830041885376,0.5042338967323303,-0.08395297825336456,0.3135496973991394,0.6075654625892639,-0.03880731761455536,0.32634279131889343,0.6437606811523438,-0.06724552065134048,0.29445990920066833,0.690592348575592,-0.07399938255548477,0.28026312589645386,0.6986262798309326,-0.07862300425767899,0.2748728394508362,0.5865567922592163,-0.049019526690244675,0.2848561108112335,0.6411157846450806,-0.07761672884225845,0.2563232481479645,0.6826786994934082,-0.06843246519565582,0.24576890468597412,0.6811772584915161,-0.06056539714336395,0.2351270318031311,0.5793675184249878,-0.06101067736744881,0.24579253792762756,0.6180893778800964,-0.07929732650518417,0.23159193992614746,0.65240877866745,-0.07061495631933212,0.22433993220329285,0.6498187780380249,-0.0632181465625763
A,0.6602209806442261,0.7735607028007507,-3.6837676020695653e-07,0.6102141737937927,0.7805472016334534,-0.020073000341653824,0.5481191277503967,0.7603490352630615,-0.03897286579012871,0.498628705739975,0.7527974247932434,-0.05877329036593437,0.4600718021392822,0.7535743713378906,-0.07914445549249649,0.5490543246269226,0.6468740105628967,-0.0361323319375515,0.5028069019317627,0.5785454511642456,-0.06213224306702614,0.47636914253234863,0.538648247718811,-0.07874913513660431,0.455118864774704,0.5049351453781128,-0.09225563704967499,0.5798637866973877,0.6230052709579468,-0.04192628338932991,0.5374654531478882,0.6580698490142822,-0.07649849355220795,0.5535435676574707,0.7243599891662598,-0.08073122054338455,0.5741590857505798,0.7465862035751343,-0.07879525423049927,0.6161097288131714,0.625393807888031,-0.04990605264902115,0.574695348739624,0.6596935987472534,-0.07960111647844315,0.5899137258529663,0.7172990441322327,-0.06512242555618286,0.608924925327301,0.7326315641403198,-0.051285114139318466,0.6544132828712463,0.6414599418640137,-0.060591597110033035,0.6220411062240601,0.6667565107345581,-0.08163148909807205,0.6237100958824158,0.70746910572052,-0.07148511707782745,0.635159969329834,0.7184306979179382,-0.060111258178949356
A,0.17435967922210693,0.7121705412864685,-1.950001404793511e-07,0.24703630805015564,0.7557737231254578,-0.015772171318531036,0.3340018093585968,0.7468125820159912,-0.022852759808301926,0.39390242099761963,0.7432147264480591,-0.03143835440278053,0.4360954761505127,0.7501986026763916,-0.038839638233184814,0.34612685441970825,0.6470203399658203,-0.027677640318870544,0.3973640501499176,0.5634292960166931,-0.052562009543180466,0.4225120544433594,0.5214439034461975,-0.06914738565683365,0.44984716176986694,0.47932517528533936,-0.08248478174209595,0.3129599988460541,0.6147333383560181,-0.035148900002241135,0.3307337760925293,0.5935190916061401,-0.06796696037054062,0.2971671223640442,0.6467573046684265,-0.07846686989068985,0.2830215096473694,0.6788122057914734,-0.08370962738990784,0.27570393681526184,0.5947487950325012,-0.04429313912987709,0.28613749146461487,0.5896915793418884,-0.07757869362831116,0.25768887996673584,0.6409780979156494,-0.07086997479200363,0.2486034631729126,0.6663935780525208,-0.06206563115119934,0.23947706818580627,0.5825246572494507,-0.055192165076732635,0.24820300936698914,0.5737671852111816,-0.07757008820772171,0.23375606536865234,0.608547031879425,-0.07133502513170242,0.22900795936584473,0.626560389995575,-0.06423043459653854
A,0.7129656672477722,0.7782718539237976,-2.980291071708052e-07,0.6479119062423706,0.7831790447235107,-0.02687861956655979,0.5701929330825806,0.7579017877578735,-0.051802150905132294,0.5003321766853333,0.757284939289093,-0.07948988676071167,0.45089876651763916,0.769864559173584,-0.10759919136762619,0.5624515414237976,0.6290157437324524,-0.039521049708127975,0.5091602206230164,0.5333729982376099,-0.07647023350000381,0.4789598286151886,0.4809057414531708,-0.09836864471435547,0.4547441601753235,0.4312008023262024,-0.11462170630693436,0.6031129360198975,0.5993254780769348,-0.04552606865763664,0.5596376657485962,0.5895065069198608,-0.09060702472925186,0.5871731638908386,0.6672908663749695,-0.09790656715631485,0.6106761693954468,0.6904430985450745,-0.09656933695077896,0.6518920660018921,0.5827758312225342,-0.05561796575784683,0.6171163320541382,0.5693119168281555,-0.09215367585420609,0.6404472589492798,0.6439523696899414,-0.07701154053211212,0.661597728729248,0.6651266813278198,-0.06126299127936363,0.7029996514320374,0.5747977495193481,-0.06964510679244995,0.67665034532547,0.5468863844871521,-0.09083142876625061,0.6744775176048279,0.5999240279197693,-0.07760482281446457,0.6820152997970581,0.6192049384117126,-0.06424249708652496
A,0.7099500894546509,0.7726951837539673,-3.9551454733555147e-07,0.6480074524879456,0.7691847085952759,-0.025022361427545547,0.5667222738265991,0.7331706285476685,-0.04674018546938896,0.49430784583091736,0.7304559350013733,-0.07196272909641266,0.44584882259368896,0.7412106990814209,-0.09802864491939545,0.5652725100517273,0.6051403880119324,-0.036209821701049805,0.5072287321090698,0.5082025527954102,-0.07098568975925446,0.47244030237197876,0.45780688524246216,-0.091617152094841,0.44704216718673706,0.41016846895217896,-0.106526680290699,0.606605589389801,0.5778992772102356,-0.042564354836940765,0.5599836111068726,0.5622971653938293,-0.08263950794935226,0.5837511420249939,0.6314326524734497,-0.09105806052684784,0.6072453856468201,0.6550998687744141,-0.09246063977479935,0.6552619934082031,0.5613763332366943,-0.052871715277433395,0.6167644262313843,0.5393564105033875,-0.08799854665994644,0.6380519270896912,0.612740159034729,-0.07771958410739899,0.661128044128418,0.6393190026283264,-0.06549233943223953,0.707229495048523,0.5507782101631165,-0.06664188951253891,0.6792895197868347,0.503400444984436,-0.0878022238612175,0.6763735413551331,0.5540420413017273,-0.07650171965360641,0.6846800446510315,0.5806553959846497,-0.06479994207620621
A,0.7126532793045044,0.770500659942627,-4.224403937769239e-07,0.6568783521652222,0.7723076939582825,-0.023154741153120995,0.5797146558761597,0.7324187755584717,-0.04289345443248749,0.511085033416748,0.7198728919029236,-0.06666571646928787,0.4608166217803955,0.7235738039016724,-0.0910615548491478,0.5689367651939392,0.6054501533508301,-0.03197737783193588,0.5092062950134277,0.5114455819129944,-0.06667426228523254,0.4751664996147156,0.4640481173992157,-0.08638504147529602,0.450139582157135,0.4161277413368225,-0.10022523999214172,0.6083847284317017,0.5775523781776428,-0.039003886282444,0.5620073676109314,0.5566554069519043,-0.07963956892490387,0.5873827934265137,0.6253573894500732,-0.08709395676851273,0.6110523343086243,0.6473126411437988,-0.08680708706378937,0.6553354859352112,0.5590738654136658,-0.05002806335687637,0.6158231496810913,0.5337939858436584,-0.08635794371366501,0.6378737092018127,0.6060870885848999,-0.0747460126876831,0.66092449426651,0.6330513954162598,-0.060612525790929794,0.7054487466812134,0.545221209526062,-0.06423433870077133,0.6763154864311218,0.5001177787780762,-0.084696926176548,0.6750616431236267,0.5507530570030212,-0.07244206964969635,0.6838175058364868,0.5780928730964661,-0.05972769483923912
A,0.7158222198486328,0.7641350626945496,-3.669099442049628e-07,0.6543613076210022,0.7695472240447998,-0.022732822224497795,0.5822547078132629,0.7369719743728638,-0.043208736926317215,0.5157899856567383,0.722285270690918,-0.06663395464420319,0.46515148878097534,0.7174375057220459,-0.09034674614667892,0.5672751665115356,0.610390305519104,-0.03315749019384384,0.5126981735229492,0.5181875228881836,-0.06666117906570435,0.48110827803611755,0.4699130356311798,-0.08663053810596466,0.4558252692222595,0.4217086434364319,-0.10116635262966156,0.6064457893371582,0.5832538604736328,-0.039022866636514664,0.5629073977470398,0.5583913922309875,-0.07562927901744843,0.5911015272140503,0.6313225030899048,-0.07992710173130035,0.6141392588615417,0.6539812088012695,-0.07820649445056915,0.65387362241745,0.5643001198768616,-0.048753492534160614,0.6177242994308472,0.5345023274421692,-0.08112658560276031,0.6408637166023254,0.6087758541107178,-0.06588520854711533,0.6603428721427917,0.638528048992157,-0.05054010823369026,0.7041627168655396,0.5496636629104614,-0.06163344532251358,0.6776190996170044,0.5029222369194031,-0.08174832910299301,0.6766799688339233,0.5548756122589111,-0.06836570799350739,0.682327389717102,0.5852811336517334,-0.05489906296133995
A,0.7148037552833557,0.7677141427993774,-4.262727202331007e-07,0.6537774801254272,0.7709039449691772,-0.01988401636481285,0.5759004354476929,0.7386719584465027,-0.03896089643239975,0.5071303844451904,0.7300631999969482,-0.06188511475920677,0.45759373903274536,0.729037344455719,-0.08526872843503952,0.569062352180481,0.6150091886520386,-0.03361804783344269,0.509423017501831,0.5213102102279663,-0.06805065274238586,0.4754267632961273,0.472087025642395,-0.08904959261417389,0.44950568675994873,0.42398110032081604,-0.10422365367412567,0.6082397699356079,0.5866239666938782,-0.04089070111513138,0.5637290477752686,0.5658360123634338,-0.07907452434301376,0.5886746048927307,0.632570207118988,-0.08612734824419022,0.6112141609191895,0.6533493995666504,-0.08704201877117157,0.6551114916801453,0.5661733746528625,-0.05142712965607643,0.6173997521400452,0.537589967250824,-0.0838579535484314,0.6374582052230835,0.6096885800361633,-0.07008212059736252,0.658646821975708,0.6365532875061035,-0.0561591200530529,0.7050092220306396,0.5510578155517578,-0.06501582264900208,0.6779180765151978,0.5036138296127319,-0.08337349444627762,0.67429518699646,0.554089367389679,-0.06988152861595154,0.681474506855011,0.5807906985282898,-0.05693676695227623
A,0.13352936506271362,0.7251424193382263,-8.767218417915501e-08,0.2139872908592224,0.748181164264679,-0.016380615532398224,0.3103996515274048,0.7286006212234497,-0.021174632012844086,0.3777131736278534,0.7188280820846558,-0.02780541218817234,0.42815548181533813,0.7414894104003906,-0.03393692150712013,0.3214680254459381,0.6070330142974854,-0.00945066288113594,0.38151025772094727,0.5277182459831238,-0.03100990317761898,0.41224828362464905,0.4815611243247986,-0.04413957893848419,0.4391070008277893,0.43277451395988464,-0.054961420595645905,0.28871646523475647,0.5688661336898804,-0.018305715173482895,0.3356909453868866,0.5437042713165283,-0.052119314670562744,0.28508785367012024,0.6100870966911316,-0.05854334682226181,0.2595691382884979,0.6316111087799072,-0.05614524334669113,0.2442333996295929,0.5399092435836792,-0.030678993090987206,0.27925828099250793,0.5306088328361511,-0.073329858481884,0.2327406108379364,0.5976508855819702,-0.06322816759347916,0.21477742493152618,0.6098313331604004,-0.04622659459710121,0.19366253912448883,0.5111832618713379,-0.04374546557664871,0.2314009815454483,0.4791508913040161,-0.07123661041259766,0.2108452022075653,0.5338159799575806,-0.05902308598160744,0.19690270721912384,0.5525139570236206,-0.044886719435453415
